epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.60831,3.10612,4.0789,3.42448,0.00333,1,0.01809,0.00181,3.1354,4.30399,4.18159,0,0,0
